filename,blur_score,contrast_score,resolution_score,overall_score,passed,message
1123-receipt.jpg,169.57,33.36,1.0,0.495,False,Image quality may affect accuracy: image appears blurry.
1124-receipt.jpg,2319.69,43.24,1.0,0.862,True,Image quality is acceptable.
1125-receipt.jpg,166.85,55.78,0.97,0.57,True,Image quality is acceptable.
1126-receipt.jpg,575.61,28.28,1.0,0.806,True,Image quality is acceptable.
1127-receipt.jpg,843.91,52.23,1.0,0.896,True,Image quality is acceptable.
1128-receipt.jpg,1325.65,79.68,1.0,0.999,True,Image quality is acceptable.
1129-receipt.jpg,896.4,37.35,1.0,0.84,True,Image quality is acceptable.
1130-receipt.jpg,637.48,71.2,1.0,0.967,True,Image quality is acceptable.
1131-receipt.jpg,825.1,71.55,0.97,0.962,True,Image quality is acceptable.
1132-receipt.jpg,3712.68,52.86,0.72,0.843,True,Image quality is acceptable.
1133-receipt.jpg,1298.29,70.46,1.0,0.964,True,Image quality is acceptable.
1134-receipt.jpg,313.13,54.97,1.0,0.719,True,Image quality is acceptable.
1135-receipt.jpg,689.69,34.36,1.0,0.829,True,Image quality is acceptable.
1136-receipt.jpg,606.62,54.51,1.0,0.904,True,Image quality is acceptable.
1137-receipt.jpg,702.75,43.78,1.0,0.864,True,Image quality is acceptable.
1138-receipt.jpg,498.11,72.15,0.97,0.962,True,Image quality is acceptable.
1139-receipt.jpg,597.31,40.66,0.93,0.838,True,Image quality is acceptable.
1140-receipt.jpg,134.0,48.9,1.0,0.517,False,Image quality may affect accuracy: image appears blurry.
1141-receipt.jpg,1639.65,58.51,0.97,0.913,True,Image quality is acceptable.
1142-receipt.jpg,122.41,54.63,1.0,0.527,False,Image quality may affect accuracy: image appears blurry.
1143-receipt.jpg,172.96,78.07,1.0,0.666,True,Image quality is acceptable.
1144-receipt.jpg,885.32,86.94,1.0,1.0,True,Image quality is acceptable.
1145-receipt.jpg,2575.96,31.04,0.78,0.773,True,Image quality is acceptable.
1146-receipt.jpg,2085.43,51.37,0.72,0.838,True,Image quality is acceptable.
1147-receipt.jpg,7098.04,39.62,0.7,0.79,True,Image quality is acceptable.
1148-receipt.jpg,1390.26,46.55,0.73,0.821,True,Image quality is acceptable.
1149-receipt.jpg,1239.37,26.05,0.83,0.763,True,Image quality is acceptable.
1150-receipt.jpg,4894.62,80.27,0.78,0.956,True,Image quality is acceptable.
1151-receipt.jpg,173.61,68.01,1.0,0.629,True,Image quality is acceptable.
1152-receipt.jpg,1071.76,74.33,0.78,0.935,True,Image quality is acceptable.
1153-receipt.jpg,1809.47,43.93,0.78,0.821,True,Image quality is acceptable.
1154-receipt.jpg,582.8,59.74,0.97,0.918,True,Image quality is acceptable.
1155-receipt.jpg,881.59,38.09,0.78,0.799,True,Image quality is acceptable.
1156-receipt.jpg,1733.77,45.76,0.84,0.841,True,Image quality is acceptable.
1157-receipt.jpg,792.04,67.22,0.72,0.897,True,Image quality is acceptable.
1158-receipt.jpg,1479.27,31.47,0.98,0.814,True,Image quality is acceptable.
1159-receipt.jpg,1144.71,73.32,0.75,0.925,True,Image quality is acceptable.
1160-receipt.jpg,2252.56,82.28,1.0,1.0,True,Image quality is acceptable.
1161-receipt.jpg,574.23,77.4,1.0,0.99,True,Image quality is acceptable.
1162-receipt.jpg,680.74,41.09,1.0,0.854,True,Image quality is acceptable.
1163-receipt.jpg,1516.01,44.17,0.78,0.822,True,Image quality is acceptable.
1164-receipt.jpg,1045.94,68.86,1.0,0.958,True,Image quality is acceptable.
1165-receipt.jpg,3611.96,64.76,0.84,0.912,True,Image quality is acceptable.
1166-receipt.jpg,700.38,67.24,1.0,0.952,True,Image quality is acceptable.
1167-receipt.jpg,3247.3,88.08,0.78,0.956,True,Image quality is acceptable.
1168-receipt.jpg,1034.81,67.23,1.0,0.952,True,Image quality is acceptable.
1169-receipt.jpg,1305.89,52.2,0.78,0.852,True,Image quality is acceptable.
1170-receipt.jpg,636.64,47.3,1.0,0.877,True,Image quality is acceptable.
1171-receipt.jpg,381.27,59.72,0.9,0.785,True,Image quality is acceptable.
1172-receipt.jpg,1906.93,60.6,0.78,0.884,True,Image quality is acceptable.
1173-receipt.jpg,1039.03,61.87,0.97,0.926,True,Image quality is acceptable.
1174-receipt.jpg,393.53,61.53,1.0,0.824,True,Image quality is acceptable.
1175-receipt.jpg,186.09,16.86,1.0,0.449,False,"Image quality may affect accuracy: image appears blurry, low contrast (try better lighting)."
1176-receipt.jpg,511.78,39.41,1.0,0.848,True,Image quality is acceptable.
1177-receipt.jpg,1007.89,51.0,0.88,0.866,True,Image quality is acceptable.
1178-receipt.jpg,741.34,34.77,0.78,0.787,True,Image quality is acceptable.
1179-receipt.jpg,1798.31,79.08,1.0,0.997,True,Image quality is acceptable.
1180-receipt.jpg,599.32,49.89,0.78,0.843,True,Image quality is acceptable.
1181-receipt.jpg,1272.18,45.45,0.96,0.862,True,Image quality is acceptable.
1182-receipt.jpg,1862.03,45.14,0.78,0.826,True,Image quality is acceptable.
1183-receipt.jpg,5222.65,50.49,0.78,0.846,True,Image quality is acceptable.
1184-receipt.jpg,502.29,43.75,1.0,0.864,True,Image quality is acceptable.
1185-receipt.jpg,344.4,28.17,0.97,0.644,True,Image quality is acceptable.
1186-receipt.jpg,1934.9,74.07,0.72,0.923,True,Image quality is acceptable.
1187-receipt.jpg,554.75,52.17,1.0,0.896,True,Image quality is acceptable.
1188-receipt.jpg,2873.65,32.7,0.78,0.779,True,Image quality is acceptable.
1189-receipt.jpg,1527.62,25.86,0.78,0.753,True,Image quality is acceptable.
1190-receipt.jpg,295.61,65.49,1.0,0.741,True,Image quality is acceptable.
1191-receipt.jpg,1373.89,37.93,0.78,0.799,True,Image quality is acceptable.
1192-receipt.jpg,1473.89,84.35,0.78,0.956,True,Image quality is acceptable.
1193-receipt.jpg,1055.67,62.38,0.72,0.879,True,Image quality is acceptable.
1194-receipt.jpg,2523.65,41.21,0.71,0.797,True,Image quality is acceptable.
1195-receipt.jpg,987.19,32.6,1.0,0.822,True,Image quality is acceptable.
1196-receipt.jpg,2776.01,56.29,0.72,0.856,True,Image quality is acceptable.
1197-receipt.jpg,3241.38,43.27,0.78,0.819,True,Image quality is acceptable.
1198-receipt.jpg,1287.43,31.82,0.7,0.76,True,Image quality is acceptable.
1199-receipt.jpg,457.92,57.28,0.72,0.818,True,Image quality is acceptable.
